,position,r2,rmse
225,"(1, 15, 2)",-0.02344063287341358,0.2425011690380768
226,"(1, 15, 3)",-0.020567090533957444,0.24216049114507698
227,"(1, 15, 4)",0.5691187876419795,0.15734802201383424
228,"(1, 15, 5)",0.5504057971275904,0.1607284883625921
229,"(1, 15, 6)",0.5405532796802774,0.162480065966756
230,"(1, 15, 7)",0.5417109053537068,0.1622752438231677
231,"(1, 15, 8)",-0.024885126528174872,0.2426722429014314
232,"(1, 15, 9)",-0.14107399225623474,0.25605862691040454
233,"(1, 15, 10)",0.4434543674807515,0.178826920715711
234,"(1, 15, 11)",-0.0011517904283087077,0.23984599617040253
235,"(1, 15, 12)",-0.12189649051004459,0.25389778001653013
236,"(1, 15, 13)",-0.27257289457968215,0.2704106818065145
237,"(1, 15, 14)",0.0009225971583258774,0.23959738674284997
238,"(1, 15, 15)",-0.02875079447706219,0.24312946848594982
239,"(1, 15, 16)",-0.09211468003087897,0.25050513417286413
240,"(1, 16, 1)",-0.12310906660431331,0.2540349527580913
241,"(1, 16, 2)",-0.018962119343365336,0.24197000218056355
242,"(1, 16, 3)",0.5109903265798557,0.1676259429784801
243,"(1, 16, 4)",-0.10905791652739905,0.25244084309432074
244,"(1, 16, 5)",-0.10445936663871036,0.25191694455320734
245,"(1, 16, 6)",-0.02493288107693359,0.24267789649526608
246,"(1, 16, 7)",-0.17996977022054117,0.26038619147148684
247,"(1, 16, 8)",-0.46048585580101453,0.2896884543285777
248,"(1, 16, 9)",-0.33281667965915984,0.27673731210631963
249,"(1, 16, 10)",-0.3547502789011978,0.27900509452630057
250,"(1, 16, 11)",-0.5974365212060875,0.3029662932772207
251,"(1, 16, 12)",0.561281399505995,0.15877259123569645
252,"(1, 16, 13)",0.3305265522023051,0.19613232985624676
253,"(1, 16, 14)",-0.0794880409590375,0.2490527987693644
254,"(1, 16, 15)",0.3561461093484173,0.1923429050118719
255,"(1, 16, 16)",-0.2163792678711549,0.26437294781171594
256,"(2, 1, 1)",-0.3625306018465899,0.2798051098646518
257,"(2, 1, 2)",-0.34327857849540067,0.2778213090873017
258,"(2, 1, 3)",-0.09386218278879732,0.2507054718505301
259,"(2, 1, 4)",0.5193943619201388,0.1661793054514107
260,"(2, 1, 5)",-0.0010415182933454226,0.23983278685557
261,"(2, 1, 6)",-0.025169507135549107,0.2427059083784057
262,"(2, 1, 7)",-0.08804865111399973,0.2500383741554583
263,"(2, 1, 8)",-0.2085566894333093,0.2635214807234819
264,"(2, 1, 9)",0.5004959582697527,0.16941505931867354
265,"(2, 1, 10)",-0.13261456111708703,0.2551077070140259
266,"(2, 1, 11)",-0.40873234382114565,0.2845094864998093
267,"(2, 1, 12)",-0.31202235480638274,0.2745700268918699
268,"(2, 1, 13)",-0.18153252315947266,0.2605585622619642
269,"(2, 1, 14)",-0.31849018756710445,0.27524596422292574
270,"(2, 1, 15)",0.4729524434172291,0.17402330443494052
271,"(2, 1, 16)",-0.23776170893724857,0.2666864992640371
272,"(2, 2, 1)",-0.16153780103080462,0.2583444778434928
273,"(2, 2, 2)",-0.18900394160819567,0.2613810847690913
274,"(2, 2, 3)",0.4962457100652895,0.17013430355502543
275,"(2, 2, 4)",0.5408363960947702,0.1624299971988167
276,"(2, 2, 5)",-0.08887622438299014,0.25013344607271587
277,"(2, 2, 6)",0.5419367157302482,0.16223526038342062
278,"(2, 2, 7)",-0.0017536577387917696,0.23991808003262216
279,"(2, 2, 8)",-0.09898651937854419,0.2512920165599644
